demand_id,order_id,sector,service_line,account,skill,role_level,city,positions_required,week_number,positions_fulfilled_cum,positions_remaining
DEM-000004,ORD-00012,Health,Engineering,Apex Mobility 02,SAP,L2,Mumbai,-1,9,-1,0
DEM-000004,ORD-00012,Health,Engineering,Apex Mobility 02,SAP,L2,Mumbai,-1,10,-1,0
DEM-000004,ORD-00012,Health,Engineering,Apex Mobility 02,SAP,L2,Mumbai,-1,11,-1,0
DEM-000004,ORD-00012,Health,Engineering,Apex Mobility 02,SAP,L2,Mumbai,-1,12,-1,0
DEM-000004,ORD-00012,Health,Engineering,Apex Mobility 02,SAP,L2,Mumbai,-1,13,-1,0
DEM-000005,ORD-00012,Health,Engineering,Apex Mobility 02,Azure,L3,Kolkata,1,1,0,1
DEM-000005,ORD-00012,Health,Engineering,Apex Mobility 02,Azure,L3,Kolkata,1,2,0,1
DEM-000005,ORD-00012,Health,Engineering,Apex Mobility 02,Azure,L3,Kolkata,1,3,0,1
DEM-000005,ORD-00012,Health,Engineering,Apex Mobility 02,Azure,L3,Kolkata,1,4,0,1
DEM-000005,ORD-00012,Health,Engineering,Apex Mobility 02,Azure,L3,Kolkata,1,5,0,1
DEM-000005,ORD-00012,Health,Engineering,Apex Mobility 02,Azure,L3,Kolkata,1,6,0,1
DEM-000005,ORD-00012,Health,Engineering,Apex Mobility 02,Azure,L3,Kolkata,1,7,1,0
DEM-000005,ORD-00012,Health,Engineering,Apex Mobility 02,Azure,L3,Kolkata,1,8,1,0
DEM-000005,ORD-00012,Health,Engineering,Apex Mobility 02,Azure,L3,Kolkata,1,9,1,0
DEM-000005,ORD-00012,Health,Engineering,Apex Mobility 02,Azure,L3,Kolkata,1,10,1,0
DEM-000005,ORD-00012,Health,Engineering,Apex Mobility 02,Azure,L3,Kolkata,1,11,1,0
DEM-000005,ORD-00012,Health,Engineering,Apex Mobility 02,Azure,L3,Kolkata,1,12,1,0
DEM-000005,ORD-00012,Health,Engineering,Apex Mobility 02,Azure,L3,Kolkata,1,13,1,0
DEM-000006,ORD-00012,Health,Engineering,Apex Mobility 02,Cloud,L2,Remote-EU,1,1,0,1
DEM-000006,ORD-00012,Health,Engineering,Apex Mobility 02,Cloud,L2,Remote-EU,1,2,0,1
DEM-000006,ORD-00012,Health,Engineering,Apex Mobility 02,Cloud,L2,Remote-EU,1,3,0,1
DEM-000006,ORD-00012,Health,Engineering,Apex Mobility 02,Cloud,L2,Remote-EU,1,4,0,1
DEM-000006,ORD-00012,Health,Engineering,Apex Mobility 02,Cloud,L2,Remote-EU,1,5,0,1
DEM-000006,ORD-00012,Health,Engineering,Apex Mobility 02,Cloud,L2,Remote-EU,1,6,0,1
DEM-000006,ORD-00012,Health,Engineering,Apex Mobility 02,Cloud,L2,Remote-EU,1,7,0,1
DEM-000006,ORD-00012,Health,Engineering,Apex Mobility 02,Cloud,L2,Remote-EU,1,8,1,0
DEM-000006,ORD-00012,Health,Engineering,Apex Mobility 02,Cloud,L2,Remote-EU,1,9,1,0
DEM-000006,ORD-00012,Health,Engineering,Apex Mobility 02,Cloud,L2,Remote-EU,1,10,1,0
DEM-000006,ORD-00012,Health,Engineering,Apex Mobility 02,Cloud,L2,Remote-EU,1,11,1,0
DEM-000006,ORD-00012,Health,Engineering,Apex Mobility 02,Cloud,L2,Remote-EU,1,12,1,0
DEM-000006,ORD-00012,Health,Engineering,Apex Mobility 02,Cloud,L2,Remote-EU,1,13,1,0
DEM-000007,ORD-00014,Health,WC - Consulting,Apex Mobility 02,QA,L2,Bengaluru,6,1,0,6
DEM-000007,ORD-00014,Health,WC - Consulting,Apex Mobility 02,QA,L2,Bengaluru,6,2,0,6
DEM-000007,ORD-00014,Health,WC - Consulting,Apex Mobility 02,QA,L2,Bengaluru,6,3,0,6
DEM-000007,ORD-00014,Health,WC - Consulting,Apex Mobility 02,QA,L2,Bengaluru,6,4,0,6
DEM-000007,ORD-00014,Health,WC - Consulting,Apex Mobility 02,QA,L2,Bengaluru,6,5,0,6
DEM-000007,ORD-00014,Health,WC - Consulting,Apex Mobility 02,QA,L2,Bengaluru,6,6,1,5
DEM-000007,ORD-00014,Health,WC - Consulting,Apex Mobility 02,QA,L2,Bengaluru,6,7,1,5
DEM-000007,ORD-00014,Health,WC - Consulting,Apex Mobility 02,QA,L2,Bengaluru,6,8,2,4
DEM-000007,ORD-00014,Health,WC - Consulting,Apex Mobility 02,QA,L2,Bengaluru,6,9,3,3
DEM-000007,ORD-00014,Health,WC - Consulting,Apex Mobility 02,QA,L2,Bengaluru,6,10,4,2
DEM-000007,ORD-00014,Health,WC - Consulting,Apex Mobility 02,QA,L2,Bengaluru,6,11,5,1
DEM-000007,ORD-00014,Health,WC - Consulting,Apex Mobility 02,QA,L2,Bengaluru,6,12,6,0
DEM-000007,ORD-00014,Health,WC - Consulting,Apex Mobility 02,QA,L2,Bengaluru,6,13,6,0
DEM-000008,ORD-00017,Tech - Software and Gaming,Engineering,Horizon Foods 03,QA,L2,Chennai,3,1,0,3
DEM-000008,ORD-00017,Tech - Software and Gaming,Engineering,Horizon Foods 03,QA,L2,Chennai,3,2,0,3
DEM-000008,ORD-00017,Tech - Software and Gaming,Engineering,Horizon Foods 03,QA,L2,Chennai,3,3,0,3
DEM-000008,ORD-00017,Tech - Software and Gaming,Engineering,Horizon Foods 03,QA,L2,Chennai,3,4,0,3
DEM-000008,ORD-00017,Tech - Software and Gaming,Engineering,Horizon Foods 03,QA,L2,Chennai,3,5,1,2
DEM-000008,ORD-00017,Tech - Software and Gaming,Engineering,Horizon Foods 03,QA,L2,Chennai,3,6,1,2
DEM-000008,ORD-00017,Tech - Software and Gaming,Engineering,Horizon Foods 03,QA,L2,Chennai,3,7,1,2
DEM-000008,ORD-00017,Tech - Software and Gaming,Engineering,Horizon Foods 03,QA,L2,Chennai,3,8,1,2
DEM-000008,ORD-00017,Tech - Software and Gaming,Engineering,Horizon Foods 03,QA,L2,Chennai,3,9,2,1
DEM-000008,ORD-00017,Tech - Software and Gaming,Engineering,Horizon Foods 03,QA,L2,Chennai,3,10,2,1
DEM-000008,ORD-00017,Tech - Software and Gaming,Engineering,Horizon Foods 03,QA,L2,Chennai,3,11,2,1
DEM-000008,ORD-00017,Tech - Software and Gaming,Engineering,Horizon Foods 03,QA,L2,Chennai,3,12,2,1
DEM-000008,ORD-00017,Tech - Software and Gaming,Engineering,Horizon Foods 03,QA,L2,Chennai,3,13,2,1
DEM-000009,ORD-00018,Tech - Software and Gaming,Engineering,Horizon Foods 03,Salesforce,L3,Gurugram,4,1,0,4
DEM-000009,ORD-00018,Tech - Software and Gaming,Engineering,Horizon Foods 03,Salesforce,L3,Gurugram,4,2,0,4
DEM-000009,ORD-00018,Tech - Software and Gaming,Engineering,Horizon Foods 03,Salesforce,L3,Gurugram,4,3,0,4
DEM-000009,ORD-00018,Tech - Software and Gaming,Engineering,Horizon Foods 03,Salesforce,L3,Gurugram,4,4,0,4
DEM-000009,ORD-00018,Tech - Software and Gaming,Engineering,Horizon Foods 03,Salesforce,L3,Gurugram,4,5,0,4
DEM-000009,ORD-00018,Tech - Software and Gaming,Engineering,Horizon Foods 03,Salesforce,L3,Gurugram,4,6,0,4
DEM-000009,ORD-00018,Tech - Software and Gaming,Engineering,Horizon Foods 03,Salesforce,L3,Gurugram,4,7,0,4
DEM-000009,ORD-00018,Tech - Software and Gaming,Engineering,Horizon Foods 03,Salesforce,L3,Gurugram,4,8,1,3
DEM-000009,ORD-00018,Tech - Software and Gaming,Engineering,Horizon Foods 03,Salesforce,L3,Gurugram,4,9,1,3
DEM-000009,ORD-00018,Tech - Software and Gaming,Engineering,Horizon Foods 03,Salesforce,L3,Gurugram,4,10,2,2
DEM-000009,ORD-00018,Tech - Software and Gaming,Engineering,Horizon Foods 03,Salesforce,L3,Gurugram,4,11,3,1
DEM-000009,ORD-00018,Tech - Software and Gaming,Engineering,Horizon Foods 03,Salesforce,L3,Gurugram,4,12,3,1
DEM-000009,ORD-00018,Tech - Software and Gaming,Engineering,Horizon Foods 03,Salesforce,L3,Gurugram,4,13,4,0
DEM-000010,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L5,Remote-US,0,1,0,0
DEM-000010,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L5,Remote-US,0,2,0,0
DEM-000010,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L5,Remote-US,0,3,0,0
DEM-000010,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L5,Remote-US,0,4,0,0
DEM-000010,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L5,Remote-US,0,5,0,0
DEM-000010,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L5,Remote-US,0,6,0,0
DEM-000010,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L5,Remote-US,0,7,0,0
DEM-000010,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L5,Remote-US,0,8,0,0
DEM-000010,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L5,Remote-US,0,9,0,0
DEM-000010,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L5,Remote-US,0,10,0,0
DEM-000010,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L5,Remote-US,0,11,0,0
DEM-000010,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L5,Remote-US,0,12,0,0
DEM-000010,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L5,Remote-US,0,13,0,0
DEM-000011,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Cloud,L1,Chennai,1,1,0,1
DEM-000011,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Cloud,L1,Chennai,1,2,0,1
DEM-000011,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Cloud,L1,Chennai,1,3,0,1
DEM-000011,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Cloud,L1,Chennai,1,4,0,1
DEM-000011,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Cloud,L1,Chennai,1,5,0,1
DEM-000011,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Cloud,L1,Chennai,1,6,0,1
DEM-000011,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Cloud,L1,Chennai,1,7,0,1
DEM-000011,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Cloud,L1,Chennai,1,8,0,1
DEM-000011,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Cloud,L1,Chennai,1,9,0,1
DEM-000011,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Cloud,L1,Chennai,1,10,1,0
DEM-000011,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Cloud,L1,Chennai,1,11,1,0
DEM-000011,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Cloud,L1,Chennai,1,12,1,0
DEM-000011,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Cloud,L1,Chennai,1,13,1,0
DEM-000012,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L3,Kolkata,1,1,0,1
DEM-000012,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L3,Kolkata,1,2,0,1
DEM-000012,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L3,Kolkata,1,3,0,1
DEM-000012,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L3,Kolkata,1,4,0,1
DEM-000012,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L3,Kolkata,1,5,0,1
DEM-000012,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L3,Kolkata,1,6,0,1
DEM-000012,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L3,Kolkata,1,7,0,1
DEM-000012,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L3,Kolkata,1,8,0,1
DEM-000012,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L3,Kolkata,1,9,0,1
DEM-000012,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L3,Kolkata,1,10,0,1
DEM-000012,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L3,Kolkata,1,11,1,0
DEM-000012,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L3,Kolkata,1,12,1,0
DEM-000012,ORD-00022,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,Python,L3,Kolkata,1,13,1,0
DEM-000013,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Azure,L4,Chennai,3,1,0,3
DEM-000013,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Azure,L4,Chennai,3,2,0,3
DEM-000013,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Azure,L4,Chennai,3,3,0,3
DEM-000013,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Azure,L4,Chennai,3,4,0,3
DEM-000013,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Azure,L4,Chennai,3,5,0,3
DEM-000013,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Azure,L4,Chennai,3,6,0,3
DEM-000013,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Azure,L4,Chennai,3,7,0,3
DEM-000013,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Azure,L4,Chennai,3,8,0,3
DEM-000013,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Azure,L4,Chennai,3,9,1,2
DEM-000013,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Azure,L4,Chennai,3,10,1,2
DEM-000013,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Azure,L4,Chennai,3,11,2,1
DEM-000013,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Azure,L4,Chennai,3,12,3,0
DEM-000013,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Azure,L4,Chennai,3,13,3,0
DEM-000014,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Java,L2,Remote-EU,1,1,0,1
DEM-000014,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Java,L2,Remote-EU,1,2,0,1
DEM-000014,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Java,L2,Remote-EU,1,3,0,1
DEM-000014,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Java,L2,Remote-EU,1,4,0,1
DEM-000014,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Java,L2,Remote-EU,1,5,0,1
DEM-000014,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Java,L2,Remote-EU,1,6,0,1
DEM-000014,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Java,L2,Remote-EU,1,7,0,1
DEM-000014,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Java,L2,Remote-EU,1,8,0,1
DEM-000014,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Java,L2,Remote-EU,1,9,0,1
DEM-000014,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Java,L2,Remote-EU,1,10,0,1
DEM-000014,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Java,L2,Remote-EU,1,11,1,0
DEM-000014,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Java,L2,Remote-EU,1,12,1,0
DEM-000014,ORD-00028,Tech - New Age,TS - EA,Ever Health 04,Java,L2,Remote-EU,1,13,1,0
DEM-000015,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,DevOps,L2,Kolkata,2,1,0,2
DEM-000015,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,DevOps,L2,Kolkata,2,2,0,2
DEM-000015,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,DevOps,L2,Kolkata,2,3,0,2
DEM-000015,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,DevOps,L2,Kolkata,2,4,0,2
DEM-000015,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,DevOps,L2,Kolkata,2,5,0,2
DEM-000015,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,DevOps,L2,Kolkata,2,6,0,2
DEM-000015,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,DevOps,L2,Kolkata,2,7,0,2
DEM-000015,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,DevOps,L2,Kolkata,2,8,0,2
DEM-000015,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,DevOps,L2,Kolkata,2,9,0,2
DEM-000015,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,DevOps,L2,Kolkata,2,10,1,1
DEM-000015,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,DevOps,L2,Kolkata,2,11,1,1
DEM-000015,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,DevOps,L2,Kolkata,2,12,2,0
DEM-000015,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,DevOps,L2,Kolkata,2,13,2,0
DEM-000016,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,Mulesoft,L3,Pune,1,1,0,1
DEM-000016,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,Mulesoft,L3,Pune,1,2,0,1
DEM-000016,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,Mulesoft,L3,Pune,1,3,0,1
DEM-000016,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,Mulesoft,L3,Pune,1,4,0,1
DEM-000016,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,Mulesoft,L3,Pune,1,5,0,1
DEM-000016,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,Mulesoft,L3,Pune,1,6,0,1
DEM-000016,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,Mulesoft,L3,Pune,1,7,0,1
DEM-000016,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,Mulesoft,L3,Pune,1,8,0,1
DEM-000016,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,Mulesoft,L3,Pune,1,9,0,1
DEM-000016,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,Mulesoft,L3,Pune,1,10,0,1
DEM-000016,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,Mulesoft,L3,Pune,1,11,1,0
DEM-000016,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,Mulesoft,L3,Pune,1,12,1,0
DEM-000016,ORD-00037,Tech - Software and Gaming,TS - ICD,Crown Software 06,Mulesoft,L3,Pune,1,13,1,0
DEM-000017,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Cybersecurity,L3,Mumbai,1,1,0,1
DEM-000017,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Cybersecurity,L3,Mumbai,1,2,0,1
DEM-000017,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Cybersecurity,L3,Mumbai,1,3,0,1
DEM-000017,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Cybersecurity,L3,Mumbai,1,4,0,1
DEM-000017,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Cybersecurity,L3,Mumbai,1,5,0,1
DEM-000017,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Cybersecurity,L3,Mumbai,1,6,0,1
DEM-000017,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Cybersecurity,L3,Mumbai,1,7,0,1
DEM-000017,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Cybersecurity,L3,Mumbai,1,8,1,0
DEM-000017,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Cybersecurity,L3,Mumbai,1,9,1,0
DEM-000017,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Cybersecurity,L3,Mumbai,1,10,1,0
DEM-000017,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Cybersecurity,L3,Mumbai,1,11,1,0
DEM-000017,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Cybersecurity,L3,Mumbai,1,12,1,0
DEM-000017,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Cybersecurity,L3,Mumbai,1,13,1,0
DEM-000018,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Azure,L3,Remote-US,1,1,0,1
DEM-000018,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Azure,L3,Remote-US,1,2,0,1
DEM-000018,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Azure,L3,Remote-US,1,3,0,1
DEM-000018,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Azure,L3,Remote-US,1,4,0,1
DEM-000018,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Azure,L3,Remote-US,1,5,0,1
DEM-000018,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Azure,L3,Remote-US,1,6,1,0
DEM-000018,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Azure,L3,Remote-US,1,7,1,0
DEM-000018,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Azure,L3,Remote-US,1,8,1,0
DEM-000018,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Azure,L3,Remote-US,1,9,1,0
DEM-000018,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Azure,L3,Remote-US,1,10,1,0
DEM-000018,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Azure,L3,Remote-US,1,11,1,0
DEM-000018,ORD-00038,Tech - Software and Gaming,TS - DAAI,Crown Software 06,Azure,L3,Remote-US,1,12,1,0
