quarter_id,date,sector,service_line,account,forecast_ramp_up_people,forecast_ramp_down_people
2026Q1,2026-01-14,Tech - New Age,TS - DAAI,Umbra Health 01,1,1
2026Q1,2026-01-15,Tech - New Age,TS - DAAI,Umbra Health 01,0,1
2026Q1,2026-01-16,Tech - New Age,TS - DAAI,Umbra Health 01,0,2
2026Q1,2026-01-17,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-01-18,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-01-19,Tech - New Age,TS - DAAI,Umbra Health 01,1,0
2026Q1,2026-01-20,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-01-21,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-01-22,Tech - New Age,TS - DAAI,Umbra Health 01,0,1
2026Q1,2026-01-23,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-01-24,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-01-25,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-01-26,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-01-27,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-01-28,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-01-29,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-01-30,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-01-31,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-01,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-02,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-03,Tech - New Age,TS - DAAI,Umbra Health 01,0,1
2026Q1,2026-02-04,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-05,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-06,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-07,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-08,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-09,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-10,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-11,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-12,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-13,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-14,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-15,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-16,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-17,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-18,Tech - New Age,TS - DAAI,Umbra Health 01,0,1
2026Q1,2026-02-19,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-20,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-21,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-22,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-23,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-24,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-25,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-26,Tech - New Age,TS - DAAI,Umbra Health 01,0,1
2026Q1,2026-02-27,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-02-28,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-01,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-02,Tech - New Age,TS - DAAI,Umbra Health 01,1,0
2026Q1,2026-03-03,Tech - New Age,TS - DAAI,Umbra Health 01,1,0
2026Q1,2026-03-04,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-05,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-06,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-07,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-08,Tech - New Age,TS - DAAI,Umbra Health 01,0,1
2026Q1,2026-03-09,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-10,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-11,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-12,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-13,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-14,Tech - New Age,TS - DAAI,Umbra Health 01,0,1
2026Q1,2026-03-15,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-16,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-17,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-18,Tech - New Age,TS - DAAI,Umbra Health 01,0,1
2026Q1,2026-03-19,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-20,Tech - New Age,TS - DAAI,Umbra Health 01,1,0
2026Q1,2026-03-21,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-22,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-23,Tech - New Age,TS - DAAI,Umbra Health 01,1,0
2026Q1,2026-03-24,Tech - New Age,TS - DAAI,Umbra Health 01,0,3
2026Q1,2026-03-25,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-26,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-27,Tech - New Age,TS - DAAI,Umbra Health 01,0,1
2026Q1,2026-03-28,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-29,Tech - New Age,TS - DAAI,Umbra Health 01,0,0
2026Q1,2026-03-30,Tech - New Age,TS - DAAI,Umbra Health 01,1,1
2026Q1,2026-03-31,Tech - New Age,TS - DAAI,Umbra Health 01,1,0
2026Q1,2026-01-01,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-02,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-03,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-04,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-05,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-06,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-07,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-08,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-09,Tech - New Age,WC - Consulting,Umbra Health 01,1,0
2026Q1,2026-01-10,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-11,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-12,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-13,Tech - New Age,WC - Consulting,Umbra Health 01,1,0
2026Q1,2026-01-14,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-15,Tech - New Age,WC - Consulting,Umbra Health 01,1,0
2026Q1,2026-01-16,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-17,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-18,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-19,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-20,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-21,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-22,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-23,Tech - New Age,WC - Consulting,Umbra Health 01,0,1
2026Q1,2026-01-24,Tech - New Age,WC - Consulting,Umbra Health 01,0,1
2026Q1,2026-01-25,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-26,Tech - New Age,WC - Consulting,Umbra Health 01,1,1
2026Q1,2026-01-27,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-28,Tech - New Age,WC - Consulting,Umbra Health 01,0,4
2026Q1,2026-01-29,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-30,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-01-31,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-01,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-02,Tech - New Age,WC - Consulting,Umbra Health 01,0,1
2026Q1,2026-02-03,Tech - New Age,WC - Consulting,Umbra Health 01,1,0
2026Q1,2026-02-04,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-05,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-06,Tech - New Age,WC - Consulting,Umbra Health 01,1,0
2026Q1,2026-02-07,Tech - New Age,WC - Consulting,Umbra Health 01,0,1
2026Q1,2026-02-08,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-09,Tech - New Age,WC - Consulting,Umbra Health 01,1,0
2026Q1,2026-02-10,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-11,Tech - New Age,WC - Consulting,Umbra Health 01,0,1
2026Q1,2026-02-12,Tech - New Age,WC - Consulting,Umbra Health 01,1,0
2026Q1,2026-02-13,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-14,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-15,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-16,Tech - New Age,WC - Consulting,Umbra Health 01,0,1
2026Q1,2026-02-17,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-18,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-19,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-20,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-21,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-22,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-23,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-24,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-25,Tech - New Age,WC - Consulting,Umbra Health 01,1,0
2026Q1,2026-02-26,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-02-27,Tech - New Age,WC - Consulting,Umbra Health 01,0,1
2026Q1,2026-02-28,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-01,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-02,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-03,Tech - New Age,WC - Consulting,Umbra Health 01,1,0
2026Q1,2026-03-04,Tech - New Age,WC - Consulting,Umbra Health 01,0,2
2026Q1,2026-03-05,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-06,Tech - New Age,WC - Consulting,Umbra Health 01,1,0
2026Q1,2026-03-07,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-08,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-09,Tech - New Age,WC - Consulting,Umbra Health 01,1,0
2026Q1,2026-03-10,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-11,Tech - New Age,WC - Consulting,Umbra Health 01,1,0
2026Q1,2026-03-12,Tech - New Age,WC - Consulting,Umbra Health 01,0,1
2026Q1,2026-03-13,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-14,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-15,Tech - New Age,WC - Consulting,Umbra Health 01,0,3
2026Q1,2026-03-16,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-17,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-18,Tech - New Age,WC - Consulting,Umbra Health 01,1,0
2026Q1,2026-03-19,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-20,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-21,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-22,Tech - New Age,WC - Consulting,Umbra Health 01,1,0
2026Q1,2026-03-23,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-24,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-25,Tech - New Age,WC - Consulting,Umbra Health 01,0,1
2026Q1,2026-03-26,Tech - New Age,WC - Consulting,Umbra Health 01,0,3
2026Q1,2026-03-27,Tech - New Age,WC - Consulting,Umbra Health 01,0,0
2026Q1,2026-03-28,Tech - New Age,WC - Consulting,Umbra Health 01,0,1
2026Q1,2026-03-29,Tech - New Age,WC - Consulting,Umbra Health 01,0,1
2026Q1,2026-03-30,Tech - New Age,WC - Consulting,Umbra Health 01,0,2
2026Q1,2026-03-31,Tech - New Age,WC - Consulting,Umbra Health 01,0,1
2026Q1,2026-01-01,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-02,Health,TS - CIS,Apex Mobility 02,0,1
2026Q1,2026-01-03,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-04,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-05,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-06,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-07,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-08,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-09,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-10,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-11,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-12,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-13,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-14,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-15,Health,TS - CIS,Apex Mobility 02,1,0
2026Q1,2026-01-16,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-17,Health,TS - CIS,Apex Mobility 02,1,0
2026Q1,2026-01-18,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-19,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-20,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-21,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-22,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-23,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-24,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-25,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-26,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-27,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-28,Health,TS - CIS,Apex Mobility 02,1,0
2026Q1,2026-01-29,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-30,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-01-31,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-01,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-02,Health,TS - CIS,Apex Mobility 02,1,0
2026Q1,2026-02-03,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-04,Health,TS - CIS,Apex Mobility 02,1,0
2026Q1,2026-02-05,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-06,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-07,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-08,Health,TS - CIS,Apex Mobility 02,0,1
2026Q1,2026-02-09,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-10,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-11,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-12,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-13,Health,TS - CIS,Apex Mobility 02,1,0
2026Q1,2026-02-14,Health,TS - CIS,Apex Mobility 02,1,0
2026Q1,2026-02-15,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-16,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-17,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-18,Health,TS - CIS,Apex Mobility 02,0,1
2026Q1,2026-02-19,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-20,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-21,Health,TS - CIS,Apex Mobility 02,0,1
2026Q1,2026-02-22,Health,TS - CIS,Apex Mobility 02,0,1
2026Q1,2026-02-23,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-24,Health,TS - CIS,Apex Mobility 02,1,0
2026Q1,2026-02-25,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-26,Health,TS - CIS,Apex Mobility 02,0,1
2026Q1,2026-02-27,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-02-28,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-03-01,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-03-02,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-03-03,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-03-04,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-03-05,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-03-06,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-03-07,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-03-08,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-03-09,Health,TS - CIS,Apex Mobility 02,1,0
2026Q1,2026-03-10,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-03-11,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-03-12,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-03-13,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-03-14,Health,TS - CIS,Apex Mobility 02,0,0
2026Q1,2026-03-15,Health,TS - CIS,Apex Mobility 02,0,1
